player_id,team_id,player_name,tm_id
4882,40,Jordan Hugill,291544
12306,23,Dodi Lukebakio,303259
4840,37,Massadio Haïdara,170929
3476,29,Muhamed Bešić,93905
2934,32,Michael Hefele,102382
4913,30,Bojan Krkíc Pérez,44675
3641,36,Brahim Abdelkader Diaz,314678
4909,33,Jeremie Boga,216569
3271,35,Liam Rosenior,15166
4093,26,Jay Fulton,171260
4691,36,Claudio Andrés Bravo Muñoz,40423
3512,24,Marko Grujić,222813
4692,31,Levi Lumeka,537182
